id,text,token_count
2023_tv_147,"Dish Network removes 32 stations collectively owned by Mission Broadcasting (including WPIX/New York City, WXXA/Albany, WYOU/Scranton–Wilkes Barre, KWBQ–KASY/Albuquerque–Santa Fe, WNAC/Providence, KAMC/Lubbock, and KLRT–KASN/Little Rock) and White Knight Broadcasting (owner of WVLA/Baton Rouge and KFXK/Longview), after the satellite provider and the two Nexstar Media Group affiliate companies fail to renew a carriage agreement that expired that day. The blackout effectively leaves the affected Mission and White Knight stations without satellite distribution as both groups have been involved in separate carriage disputes with DirecTV (and co-owned DirecTV Stream and U-verse TV) that began in October 2022.",191
2023_tv_24,"PBS and many of its member stations suspend activity on Twitter after the social messaging platform labeled the service's accounts as ""government-funded media."" The designation had earlier been given to NPR, which suspended posts the day prior amid a broader dispute that began on April 4, when Twitter first relabeled the counterpart radio service under the ""state-affiliated media"" classification previously given only to news agencies influenced or controlled by autocratic governments. PBS and NPR, which are editorially independent, consider both labels to be misleading and meant to undermine their credibility; both public broadcasters are funded primarily through donations from viewers as well as corporate and philanthropic donors, while government appropriations to the Corporation for Public Broadcasting account for >1% of their overall funding. (Other public broadcasters, including the BBC and CBC/Radio-Canada, have also criticized or paused activity on Twitter after being assigned the label.)",189
2023_tv_155,"In the wake of felony charges of domestic abuse against him being made public following a court hearing on January 12, Adult Swim announces that it has severed ties with Rick and Morty co-creator Justin Roiland. The single-count charges of domestic battery and false imprisonment, to which Roiland pled not guilty in October 2020, were related to a complaint involving an alleged incident that occurred ten months prior with an unidentified woman. Following Roiland's exit, production of the animated series will continue with co-creator Dan Harmon remaining as its lone showrunner, while the title characters, which had been voiced by Roiland, will be recast. Hulu would follow suit the next day, dropping him from Solar Opposites (the lead character of which he also voiced, in addition to handling showrunning duties) and the just-premiered Koala Man.",189
2023_tv_28,"The news-gathering helicopters of Griffin Media's two Oklahoma CBS affiliates sustain damage from a supercell thunderstorm that spawned at least nine tornadoes across the central section of the state. While covering an EF3 tornado that caused extensive damage in Cole, three-inch hailstones knocked out the windshield of a Bell 407 operated by Oklahoma City flagship KWTV; pilot Jim Gardner and photographer Rich Kriegel, who were both on board, were not injured. An EF2 tornado which struck Shawnee later that evening damaged the tail rotor and roof of a Bell 206 B3 JetRanger operated by Tulsa sister KOTV (which was being housed in a hangar for maintenance and required inspection) at the city's airport.",188
2023_tv_47,"As part of a multi-year agreement that also extends their existing carriage contracts for the company's 90 ABC, NBC, CBS and Fox stations and NewsNation, Nexstar Media Group and Hulu announce that the latter will begin carrying additional Nexstar-run stations serving 32 markets (consisting of 26 MyNetworkTV and four independent stations, including WGN-TV/Chicago, KRON/San Francisco, WPHL/Philadelphia, WTTA/Tampa–St. Petersburg, KAUT/Oklahoma City and WDVM/Hagerstown–Washington, D.C.) to its vMVPD service's lineup. Although some of Nexstar's 29 CW affiliates were reportedly added to Hulu beginning in February, the terms of the deal do not specify whether carriage of other CW stations operated by Nexstar were included as part of the agreement.",188
2023_tv_149,"Nexstar Media Group ceases live streams of local programming (including newscasts) produced by its stations on their websites and mobile apps, instituting a two-hour delayed feed of each station's local programs in its place. The change is an apparent effort to obtain leverage in contractual negotiations with linear pay TV providers, amid Nexstar's carriage disputes with providers such as DirecTV, Dish Network and Verizon FiOS (see January 6 entry as an example). Three of the group's major-market stations (WGN/Chicago, KTLA/Los Angeles and KRON/San Francisco), and live breaking news and severe weather events covered by the affected stations are exempt from the change, which deviates from the now-standard practice of offering live newscasts online for the convenience of viewers who are unable to view them at home or who live outside of the station's home market.",185
2023_tv_49,"A man fires an automatic-style rifle into a glass door panel outside the front lobby of WHBQ/Memphis around 11:30 a.m. CT. The suspect—who had a history of mental illness, and was in the midst of a mental episode that family and friends reportedly intended to seek help for that day—had earlier informed an employee of the Imagicomm-owned Fox affiliate that he was carrying a gun while talking to them outside the studio's front gate. Employees were evacuated to a back parking lot for around 30 minutes as police secured the area; no one was injured. The suspect was arrested about two hours later at a nearby burger restaurant, where he was barricaded inside a bathroom and posted a Facebook Live video, in which he insisted on speaking with ""news people"" about alleged evidence into corruption in the Memphis Police Department.",183
2023_tv_59,"Country singer Reba McEntire, who earlier served as an advisor in the Knockout rounds for the 23rd season of The Voice, was announced to succeed outgoing coach Blake Shelton—the last of the NBC music competition series' four original coaches, who earlier announced his departure prior to the Season 23 premiere—for the 24th season. The semifinals, which followed a real-time voting structure without an ""Instant Save"" feature for the first time since Season 5, saw both artists coached by Shelton, Grace West and NOVIAS, advancing to the following week's final round; both artists would go on to lose to eventual winner Gina Miles, who was coached by former One Direction member and debuting coach Niall Horan, making him the series' tenth overall winning coach and the third coach to win on their first attempt.",182
2023_tv_61,"Citadel Communications announces that it will sell independent station WSNN-LD/Sarasota, Florida to Nexstar Media Group for $1 million. The transaction, which is expected to be completed by the end of the year, will combine the station with Nexstar's existing Tampa–St. Petersburg duopoly of WFLA (NBC) and WTTA (MyNetworkTV), and marks Citadel's exit from broadcasting; the company—which acquired WSNN in 2009—had owned nine major-network stations in the Midwest and New England (including current Nexstar properties WHBF/Rock Island–Davenport, KCAU/Sioux City and WIVT/Binghamton) at various points from its founding in 1982 until 2019. The sale was finalized on July 20.",180
2023_tv_72,"The Denver Nuggets defeat the Miami Heat, 94–89, in Game 5 of the 2023 NBA Finals to win their first championship in franchise history; the Nuggets, in their first-ever Finals appearance, defeated the Heat in four of five games in the best-of-seven series; ABC carried the NBA Finals exclusively for the 21st consecutive year. This year's NBA playoffs, which began on April 15 (and were televised on TNT, ESPN, ABC and NBA TV—with each team's regional broadcaster also televising local coverage of First Round games, except for most weekend games that ABC televised nationally), saw ESPN/ABC carry the Western Conference Finals and TNT carry the Eastern Conference Finals, per the alternating exclusivity rotation under the NBA's contracts with ESPN Inc. and Warner Bros. Discovery Sports.",180
2023_tv_118,"The NHL's Arizona Coyotes announce they have agreed to end their relationship with Bally Sports Arizona, and that the team has reached a multi-year deal with Scripps Sports to carry Coyote games on Scripps-owned KNXV-DT2 in Phoenix as well as KGUN-DT2/Tucson and KUPX-TV and KSTU-DT2/Salt Lake City. The Coyotes were the last remaining Arizona pro sports team with a contract with Bally Sports Arizona, after the network ceded Arizona Diamondbacks rights back to Major League Baseball (see 7/18/2023 entry) and the NBA's Phoenix Suns and WNBA's Mercury signed new deals with Gray Television (see 4/28/2023 entry).",180
2023_tv_35,"The Walt Disney Company conducts a second round of layoffs affecting hundreds of employees, including ABC Current Programming SVP Stacey Adams, Freeform programming development SVP Julie Jarmon, and Disney Branded Television unscripted programming VP Marc Buhaj, and 20th Television SVP and Current Programming co-chief Dana Sharpless; FiveThirtyEight founder/CEO Nate Silver will also depart at the end of his contract later this year as part of cuts to the ABC News unit. The company will also combine the current programming and development teams of Disney Television Animation, and dissolve digital content division 20th Digital Studio, Disney Media Distribution's first-run syndication unit and Disney Television Studios's marketing division (marketing responsibilities for programs produced by its studio units will be handled by the company's television and streaming properties).",177
2023_tv_86,"The Atlantic Coast Conference announces a four-year deal with The CW, under which the network will broadcast a total of 50 ACC college football and basketball games (initially consisting of 13 football, 28 men's basketball and nine women's basketball games) each season through the 2026–27 academic year. Raycom Sports—which sublicenses the ACC television rights from ESPN, and terminated a preceding national broadcast deal with Bally Sports on June 15—will produce the telecasts. Starting with a September 9 non-conference football game between the Pittsburgh Panthers and Big 12 member Cincinnati Bearcats, The CW will air two ACC football games each Saturday during the Fall (in the afternoon and prime time), and Saturday afternoon men's basketball doubleheaders and Sunday afternoon women's basketball games from December to February.",177
2023_tv_81,"In what the network describes as a move meant to ""identify additional cost savings,"" ESPN lays off about 20 on-air personalities. The notable names confirmed on this date to be exiting include NBA analysts Jalen Rose and Jeff Van Gundy; NFL studio analysts Matt Hasselbeck, Keyshawn Johnson, Rob Ninkovich, and Steve Young; NFL draft expert Todd McShay; boxing analyst and This Just In host Max Kellerman; college football analyst David Pollack; college basketball analyst LaPhonso Ellis; veteran reporter/host Suzy Kolber; and SportsCenter anchors Neil Everett and Ashley Brewer. It is the third round of layoffs this year at ESPN, following two waves affecting behind-the-scenes staffers earlier in the Spring.",176
2023_tv_2,"Fremantle, the production company behind The Price Is Right, announces that the CBS game show will relocate from Los Angeles' Television City to Haven Studios, a Fremantle-co-owned facility in nearby Glendale, California, when its 52nd season begins taping in the summer. The game show has originated from Studio 33 at Television City (renamed in 1998 as the Bob Barker Studio, in honor of the former longtime host) since premiering in 1972; its move, and the pending relocations of several other shows from the facility (among them The Young and The Restless and Real Time with Bill Maher), comes before the start of a $1.25 billion renovation of the property, which Hackman Capital Partners bought from CBS in 2018.",173
2023_tv_162,"FuboTV loses access to CBS stations in 160 markets after their respective owners (including Nexstar Media Group, Sinclair Broadcast Group, the E. W. Scripps Company, Hearst Television, Cox Media Group and Tegna) declined to accept the terms of a renewed master affiliate carriage agreement negotiated between network parent Paramount Global and the vMVPD. A national CBS feed, offering most of the network's base schedule (excluding some live sports events) and news content from the CBS News Streaming Network, was provided to substitute the affected affiliates. (CBS's owned-and-operated stations were not affected by the impasse as they were carried on a different carriage agreement.) Three weeks after the affiliate board approved a revised carriage deal, the affected stations began returning to Fubo on March 31.",173
2023_tv_172,"Ryan Seacrest announces he will step down as co-host and executive producer of Live with Kelly and Ryan, which he has hosted alongside Kelly Ripa since 2017, to concentrate full-time on other projects (including his hosting duties on American Idol and his syndicated radio program). Ripa's husband, Mark Consuelos, who has frequently served as guest host since she became co-host of the Disney/ABC-produced syndicated morning talk show in 2001, will succeed Seacrest on April 17 as permanent co-host of the renamed Live with Kelly and Mark. Seacrest—who will return occasionally to guest co-host—will continue hosting Live through April 14, at which time he will relocate to Los Angeles to host Idol's live performance shows.",171
2023_tv_73,"Pat Sajak announces on social media that he will retire as host of Wheel of Fortune at the conclusion of its 41st season in mid-2024; he will remain with the program thereafter as a consultant. Sajak has hosted the Sony/CBS-distributed game show since December 1981, when he succeeded Chuck Woolery on the now-defunct network version (Sajak would leave that version in January 1989, six months prior to its move from NBC to CBS, to host his own late-night talk show for the latter network), and began hosting the syndicated version when it debuted in September 1983. On June 27, it was announced that Ryan Seacrest will succeed Sajak as host for the 2024–25 season.",170
2023_tv_55,"Nexstar Media Group announces it will acquire independent station KUSI/San Diego from McKinnon Broadcasting for $35 million. The deal would create a duopoly with Fox affiliate KSWB (the first such duopoly in the San Diego market), and marks the family-owned McKinnon's exit from broadcasting (McKinnon, which was founded in 1962, had launched KUSI in 1982 and the station was its last television property following the 2010 sale of KIII/Corpus Christi to London Broadcasting Company). Nexstar plans to turn KUSI into a CW affiliate once its contract with Tegna-owned KFMB-DT2 (which runs through September 2026) expires or is terminated early.",168
2023_tv_85,"Saima Mohsin, who served as an international correspondent for the network from 2013 fo 2017, sues CNN for racial discrimination and wrongful termination. The journalist (who became a freelance presenter for Sky News in 2022) suffered severe tissue damage after a cameraman accompanying her on assignment accidentally drove over her foot while covering the Israel-Palestine conflict in 2014. Moshin—who is British Pakistani—alleges that the network refused to provide adequate accommodations for her injury, which left her unable to do more physically demanding reporting work, and denied her request to move to an anchor role (alleging an executive said she didn't ""have the look we are looking for"") and other on-air opportunities in favor of white American correspondents.",167
2023_tv_29,"The WNBA announces a multi-year deal with the E. W. Scripps Company that will see Ion Television air regular season doubleheaders, along with regional telecasts (airing in early- or late-evening broadcast windows) carried on selected Ion O&Os, on Friday nights starting with the 2023 season. Ion's initial slate of 44 WNBA-produced games will air over 15 weeks from May 26 to September 8. The deal gives Ion its first national sports telecasts since a three-event UFC preliminary fight deal in 2010–11, and marks the first rights deal ever signed by Scripps Sports, which was formed in December 2022 to acquire sports events for Ion and Scripps's local television stations.",165
2023_tv_16,"One day after The Bachelor's 27th season concludes, Mike Fleiss announces his departure from the Bachelor franchise he created and had produced since the first Bachelor season on ABC in 2002. Claire Freeland, Jason Ehrlich, and Bennett Graebner are immediately tapped to oversee the dating game show franchise, which also includes The Bachelorette and Bachelor in Paradise. Though Fleiss, ABC, and Warner Bros. Television Studios (the franchise's producer) were tight-lipped as to the reason for his departure, a Variety report later indicated that Fleiss was the subject of an investigation, conducted by an outside party, into allegations of bullying and racially discriminatory behaviors.",164
2023_tv_156,"The FCC issues a fine of $504,000 against Fox for ""willfully violating"" regulations prohibiting the sounding of Emergency Alert System tones or the simulation of an EAS alert during television programming in the absence of an emergency for a November 2021 promotional segment that aired during Fox NFL Sunday for a game telecast involving the New York Giants and Philadelphia Eagles that followed the pre-game show. (The Giants won that game, 13–7.) The promo mimicking an emergency broadcast, described by Fox as a ""short comedic advertisement"", began with a three-second excerpt of the 853 Hz and 960 Hz tones used to precede EAS alert transmissions, which the network admitted had been downloaded or recorded from a YouTube video.",164
2023_tv_5,"The 95th Academy Awards airs on ABC from the Dolby Theatre in Hollywood, with Jimmy Kimmel as host. Everything Everywhere All at Once was the top winner with seven awards, including Best Picture, Best Actress (Michelle Yeoh, who became the first Asian woman to win the honor), Best Supporting Actor (Ke Huy Quan), and Best Supporting Actress (Jamie Lee Curtis). Other major winners included All Quiet on the Western Front with four awards (including Best International Feature Film) and The Whale with two (including Brendan Fraser for Best Actor). The telecast was seen by an estimated 18.7 million viewers, up 12% from the previous year.",163
2023_tv_10,"Tyra Banks discloses in an interview with TMZ that she will step down as co-host of Dancing with the Stars after three seasons to focus on her business and television production projects. Banks succeeded Tom Bergeron (who had hosted DWTS since its 2005 debut on ABC) and Erin Andrews as sole host of the reality competition series in 2020. On March 20, Julianne Hough—who served as a pro dancer from 2007 to 2009 and as a judge from 2014 to 2017—was named to succeed Banks, alongside returning co-host Alfonso Ribiero, who joined the series in 2022 (coinciding with its move to Disney+).",160
2023_tv_27,"Avoiding a trial in Delaware Superior Court that already had a jury empaneled and sworn in, Dominion Voting Systems and Fox News announce a $787.5 million settlement agreement in the former company's defamation lawsuit over the latter's airing of baseless claims that Dominion's voting machines switched votes cast for Donald Trump in the 2020 presidential election to Joe Biden, one of several conspiracy theories spread by Trump, his supporters and many conservative media outlets to explain his defeat by Biden. Dominion had been seeking $1.6 billion in damages. Though the settlement does not require them to apologize on-air, Fox News does acknowledge in a statement that ""the Court's rulings [found] certain claims about Dominion to be false.""",159
2023_tv_3,"Hulu removes 34 ABC stations operated by Sinclair Broadcast Group from its vMVPD service in 32 markets, after the streaming service reportedly declined Sinclair's offer to add Tennis Channel as part of a renewed agreement for the stations. Unlike the earlier FuboTV master agreement dispute between CBS and several of its affiliate operators (see January 30 entry), Hulu—which is majority owned by ABC parent Disney—did not substitute the affected Sinclair stations with a linear ABC national feed. (A feed was provided to the affected markets exclusively for the network's telecast of the 95th Academy Awards four days later.) The dispute lasted until April 21, when Hulu and Sinclair agreed to reinstate the affected stations through a new contract.",157
2023_tv_37,"A man carrying an electric guitar and a handwritten sign—reading ""Free Billie Eilish"", and referencing a dark web conspiracy theory regarding the CIA's infamous MKUltra experimentation program and ex-Illuminati ""insider"" Donald Marshall—climbed onto a digital billboard on KTLA/Los Angeles's landmark auxiliary transmission tower outside its Sunset Bronson Studios facility. (The Nexstar-owned CW affiliate's promotional billboard was subsequently turned off temporarily for safety reasons.) The man descended from the tower after about three hours, as firefighters and LAPD crisis negotiators sought to get him down an adjacent ladder. He was arrested on a suspicion of trespassing complaint.",157
2023_tv_146,"CBS West Coast flagship KCBS-TV and independent KCAL-TV, both in Los Angeles and owned by the network, jointly rebrand their news department as KCAL News. The change takes effect with the launch of a six-hour local morning newscast on KCAL-TV, with a one-hour simulcast on KCBS-TV (which begins carrying CBS Mornings live at 4 a.m. PT along with the West Coast feed at 7 a.m. PT). Local and network management agreed to the KCAL News rebrand as a way to leverage KCAL-TV's stronger identity in the market, having been the first station to launch a three-hour primetime newscast in 1990.",157
2023_tv_12,"KCBS–KCAL/Los Angeles weekend morning meteorologist Alissa Carlson Schwartz faints on-air just prior to presenting a weather segment during the CBS-owned duopoly's Saturday morning newscast. The rest of the broadcast was preempted following the incident, with both stations (which simulcast portions of the newscast) airing pre-recorded and paid programming in its place. Carlson—who, while employed at NBC affiliate KGET/Bakersfield, was diagnosed with a heart valve leak after vomiting on-set during a weather report in 2014—was treated for a head injury, and later revealed in a March 21 interview with CBS Mornings that the fainting spell was induced by vasovagal syncope likely triggered by dehydration.",156
2023_tv_52,"NBC Sports California suspends veteran Oakland Athletics play-by-play announcer Glen Kuiper, after he appeared to refer to the Negro Leagues Baseball Museum as the ""nigger league museum"" during the pre-game show for that night's away game against the Kansas City Royals at Kauffman Stadium. Kuiper apologized for the remarks—which he made while discussing a visit he and broadcast partner Dallas Braden made to the museum earlier that day—following a commercial break at the top of the sixth inning. The A's denounced Kuiper's remarks in a statement on Twitter, calling his use of the slur ""unacceptable."" Kuiper was fired by NBC Sports California on May 22.",154
2023_tv_100,"Spain defeats England, 1–0, in the final of the 2023 FIFA Women's World Cup. The tournament, which began on July 20, was televised by Fox Sports and Telemundo respectively in English (on Fox and FS1) and Spanish (on Telemundo and Universo), with all games streamed on the Fox Sports app and Peacock. The networks and streaming platforms carried a primarily late night and early morning schedule of games—with only five matches being held during prime time—due to the tournament being played across nine cities in Australia and New Zealand (12–16 hours ahead of Eastern Daylight Time, depending on each game's corresponding host venue).",154
2023_tv_103,"The cable networks and TV stations owned by The Walt Disney Company (including Disney Channel, Freeform, National Geographic, the FX and ESPN networks, and ABC O&O stations), are dropped from Charter Communications' Spectrum cable systems due to an unresolved carriage dispute. The two companies would announce a new agreement on September 11, one that allows customers who subscribe to certain Spectrum packages access to the Disney+ and ESPN+ streaming services (and, when it launches, ESPN's direct-to-consumer service), but also allows Charter to drop carriage of Freeform, FXX, FXM, and smaller Disney- and Nat Geo-branded channels.",153
2023_tv_25,"The studios of WWMT/Kalamazoo–Grand Rapids were evacuated around 2:30 p.m. ET, after a Greenville man with a history of mental illness threatened to kill himself with a bomb he claimed to have in his backpack. (Authorities later confirmed that they only found an iPhone charger and wiring in the backpack.) The suspect—who initially said he was submitting a news tip—forced his way through the front door of the Sinclair-owned CBS/CW affiliate's lobby when chief engineer George Markle moved to barricade the suspect between both lobby doors, and helped evacuate station staff from the building. After two hours, the suspect surrendered to police and was taken to the Kalamazoo County Jail.",152
2023_tv_97,"The Academy of Television Arts & Sciences and Fox formally announce that the 75th Primetime Emmy Awards will be pushed back from its original planned date of September 18 until January 15, 2024. The rescheduling, due to the ongoing Writers Guild and SAG-AFTRA strikes, mark the first postponement of a Primetime Emmy ceremony since 2001, when the September 11 attacks and ensuing start of the war in Afghanistan pushed the 53rd Primetime Emmys from September to November. (The related Creative Arts Emmys will also move from September to the weekend of January 6-7, 2024.)",152
2023_tv_178,"The 29th Screen Actors Guild Awards are presented at the Fairmont Century Plaza in Century City, California, with notable winners including the motion picture Everything Everywhere All At Once (four awards) and TV series Abbott Elementary and The White Lotus (wins for comedy and drama ensembles, respectively). The ceremony airs live on Netflix's YouTube channel, a one-year arrangement between SAG and Netflix before the streamer, once its live-streaming capabilities are worked out, carries the ceremony exclusively beginning in 2024. (The SAG Awards' former broadcast homes, TNT and TBS, announced in 2022 that they would no longer broadcast the ceremony.)",152
2023_tv_54,"The 2023 MTV Movie & TV Awards are broadcast on MTV and its sister networks, with Scream VI (Best Movie) and The Last of Us (Best Show) among the notable winners. Originally planned as a live ceremony (from the Barker Hangar in Santa Monica, California), the event airs instead as a prerecorded presentation in the wake of several attendees, and previously announced emcee Drew Barrymore, withdrawing in solidarity with striking WGA members, as well as plans by the Guild to picket the event. (Barrymore, who still appeared on the broadcast in pre-recorded skits, has agreed to host the ceremony in 2024.)",151
