id,sentences
590,A woman is washing her hands over a sink.
591,A woman is washing her hands over a sink. She rinses her hands off in the sink.
592,A man is in a bar demonstrating how to make drinks. He fills a glass with ice.
593,"He fills a glass with ice. Then he begins measuring various liquors into a cup, and then pours it into the glass."
594,He shakes the drink together and then pours the mixture into shot glasses. Finally he puts another liquor into the glasses.
595,A man in a a leotard is blowing in his hands getting himself warmed up to start running.
596,A man in a a leotard is blowing in his hands getting himself warmed up to start running. Once he starts he goes super fast jumping up and into the sand.
597,Once he starts he goes super fast jumping up and into the sand. They show a replay of his run and land in slow motion.
598,A man is seen speaking to the camera while holding onto a stick. He points down to balls in front of him as well as his body.
599,A woman wearing an apron is talking and picks up a bucket with supplies in it.
600,A woman wearing an apron is talking and picks up a bucket with supplies in it. She grabs a brush and cleans a window.
601,A man dressed in white walks back and forth by the poolside in the background.
602,A large group of people are seen standing around a foose ball table speaking to one another and leads into them playing the game.
604,"One woman and two men, wearing white pants, white shirt and black and white belts demonstrate martial arts moves, barefoot, on a large patch of grass in front of a body of water and a city scape of buildings."
605,There's a man in a gym using an elliptical machine.
606,"There's a man in a gym using an elliptical machine. He is wearing a pair of black track pants, black shirt and a cap."
607,People dive into the pool and start swimming. A person reaches the end and takes their goggles off.
608,The lady spins the hoop on her hand then transfers it to her leg stretched upward and we see her in the gold hoops again.
609,Various people are seen standing in an open area performing several tricks with their dogs.
610,The marching bands are in positioned in the field. Then the band started to play their instruments.
611,A large group of people are seen sitting on a beach with several putting sunscreen all over their bodies.
612,She sprays down her hair and then braids her bangs followed by pushing the braid back into a ponytail.
613,"A woman pics up a bottle filled with red bullets. The cotton pad is removed, then a gun is loaded."
614,"The cotton pad is removed, then a gun is loaded. She shoots the paint bullets at a target, spattering it red."
615,A man and a woman decorate a christmas tree from decorations around the room in sped-up video.
616,A man and a woman decorate a christmas tree from decorations around the room in sped-up video. A dog walks through the camera frame. The man leaves the camera frame.
617,A dog walks through the camera frame. The man leaves the camera frame. The man returns to decorating wearing a santa hat.
618,A person pulls the rope of a camel that a man sits on.
619,A person pulls the rope of a camel that a man sits on. A man pulls a camel with two people in the desert.
620,Men play a game of croquet in a grassy yard. Men kneels down and hits the croquet ball like a billiard shot.
621,A man is seen speaking to the camera and leads into shots of him walking down a hallway and getting a coffee.
622,A team rides together on a bus.
623,A team rides together on a bus. Teams play games of beach soccer.
624,A team rides together on a bus. Teams play games of beach soccer. A man makes a bicycle kick in the sand.
625,The title appears and fades out. We see a man pulling weight close to his head. Three men pass by in the mirror.
626,We see a man pulling weight close to his head. Three men pass by in the mirror. The camera zooms in on the main subject.
627,Three men pass by in the mirror. The camera zooms in on the main subject. A man in gray walks past in the mirror.
628,Some women are on a boat attempting to figure out how to play shuffleboard.
629,Some women are on a boat attempting to figure out how to play shuffleboard. The girl makes a shuffleboard ahot and the girls all begin to celebrate.
630,The girl makes a shuffleboard ahot and the girls all begin to celebrate. She continues to attempt make shots and act silly.
631,"A gymnast runs fast, then he jumps long in a stadium full of people. Two men walk holding javelins. After, the gymnast jumps happily."
632,Several wrestlers are shown lined up in a game with a person choosing his characters. The game loads into people wrestling with one another in a ring.
633,An introduction comes onto the screen showing a girl who will demonstrate how she blow dries her hair.
634,"She sections her hair, takes out a brush, and begins to blow dry her hair with the brush."
635,A person ski on the pent of a hill covered with snow.
636,A person's hand is seen holding a paint brush. The hand then puts drops of ink on paper.
637,The person's hand is seen again with the paint brush. The hand returns with an ink dropper and creates pictures with ink.
638,"A woman walks through a snowy parking lot, looking for her car. She is seen using a mop in an attempt to wipe the snow off her car."
639,They're shown singing in the car and waiting to get a tattoo down while still speaking to the camera.
640,We see a person bring a dog into a shelter.
641,"A guy stands outside, gestures, and talks. A man ascends from the water, begins water boarding, and does flips."
642,An older man with a long ponytail and a pair of glasses is outside kneeling near a bike.
643,The man has a pair of blue pliers in his hand and begins fixing the chain on the bike.
644,"After awhile, he stops the chain and begins to take two links out of the chain on the bike."
645,People are sitting in stands watching people. The people are in robes.
646,A woman uses a nordictrack exercise machine.
647,The machine's digital display controls are shown. A splash screen of a woman and a show title are shown.
648,A pair of hands are shown at a black jack table.
650,"A young man in a brown hoodie and cargo pants is standing on a road in a forested area, instructing viewers as he holds onto the end of a skateboard."
651,"After demonstrating a stance on the board, he picks it up and walks back several yards, and places the skateboard on the ground, tiling it up with one foot on the end."
652,"After demonstrating a stance on the board, he picks it up and walks back several yards, and places the skateboard on the ground, tiling it up with one foot on the end. He puts it down flat, and begins to skate forward on the board."
653,A person walks into frame holding a tool and cutting a tree up and down.
654,A boy stands behind a table of food.
655,A boy stands behind a table of food. He begins spreading mayonnaise on slices of bread.
656,A boy stands behind a table of food. He begins spreading mayonnaise on slices of bread. He puts lettuce on the bread.
657,He begins spreading mayonnaise on slices of bread. He puts lettuce on the bread. He stacks tomatoes on top of the lettuce on the bread.
658,He stacks tomatoes on top of the lettuce on the bread. He puts chicken on top of the tomato.
659,He puts chicken on top of the tomato. He puts one piece of bread on top of the other.
660,He puts mayonnaise on top of the top piece of bread. He stacks the food up on the bread again.
661,He puts mayonnaise on top of the top piece of bread. He stacks the food up on the bread again. He tops it with a final piece of bread.
662,He tops it with a final piece of bread. He cuts the sandwich into four slices on a board.
663,He cuts the sandwich into four slices on a board. He puts a toothpick in each section of the sandwich.
664,He puts a toothpick in each section of the sandwich. He moves the sandwich from the board onto a plate.
665,The final product and credits are shown.
666,Pasta is added to the fry pan. Tomato paste and dry ingredients is added to the pan.
667,"Family day at the beach, father and son are walking around and then they start to play in the sand."
668,"Family day at the beach, father and son are walking around and then they start to play in the sand. They have a sand in buckets trying to build sand castles."
669,They have a sand in buckets trying to build sand castles. When they take the bucket up the sand isn't very stable at all.
670,A marching band plays in a stadium while the cheerleaders perform on side.
671,A team of football players gather behind the marching band. A cheerleader pass behind the marching band.
672,A person wearing a hat is sitting no a couch.
673,A child in a helmet is shown. Several other children in helmets on bikes ride off of a ramp.
674,A red car is shown with the words unique car wash.
675,"A red car is shown with the words unique car wash. Men are shown inside a car garage, soaping down a car with a sponge."
676,"Men are shown inside a car garage, soaping down a car with a sponge. They are then seen using a sprayer to clean the tires and spray the residue off the vehicle."
677,A man in the grass in the background runs with the men for a moment.
678,The man on the inside lane of the track starts running very fast and then jumps into a sand pit. The other man runs past the sand pit.
679,A man serves a tennis ball with his racket.
680,"A man in a vest is sitting in a boat. Then the man is in the water, holding a stick and a line attached to the boat."
681,"Then the man is in the water, holding a stick and a line attached to the boat. The boat begins to pull him in the water as he begins water skiing."
682,A car is seen driving along the road that leads into people tightening roads and grabbing drinks. Several clips are shown of people walking across the rope as well as bouncing on it.
683,A toy dog is walking on the floor.
684,A toy dog is walking on the floor. It stops to look around back and forth.
685,A crowd of people are at a stadium watching a bull fight.
686,A crowd of people are at a stadium watching a bull fight. A petite man is standing in front of the bull with a red cloth and taunting the bull.
687,The men finally leave the bull alone and he lays down on his side and they begin giving him something in the mouth.
688,A player in blue goes behind the goal close to the camera. The hockey puck slips past the goalie and into the goal net.
689,Girls are playing dodge ball outside with only one ball.
690,The coach briefly speaks about how gives them rest before every competition. She lifts the weight way above her head and drops it wearing her uniform.
692,A woman wearing a black top and with curly brown hair and bronze highlights is demonstrating how to use a diffuser to dry hair.
693,A woman wearing a black top and with curly brown hair and bronze highlights is demonstrating how to use a diffuser to dry hair. She is using the blow dryer on medium heat to dry her hair.
694,She is using the blow dryer on medium heat to dry her hair. She blow dries the curls till the moisture from the hair is gone.
695,"She blow dries the curls till the moisture from the hair is gone. After she's done using the blow dryer, she uses a wide tooth comb to comb through her curls."
696,"A gymnast runs, then flips several times down an indoor track."
697,Beets are being chopped up on a chopping block.
698,They are put in a pan and covered with water. Kale is being chopped up on a cutting board.
699,They are put in a pan and covered with water. Kale is being chopped up on a cutting board. It is tossed in salt for a few minutes.
700,Kale is being chopped up on a cutting board. It is tossed in salt for a few minutes. Carrots are grated over the kale.
701,It is tossed in salt for a few minutes. Carrots are grated over the kale. A tomato is diced and mixed with dressing.
702,Carrots are grated over the kale. A tomato is diced and mixed with dressing. This is then poured over the kale.
703,Two men are walking down planks with one rolling out paper and putting tape across.
704,Other men lay down a green sheet of paper and continue taping down the paper.
705,The boy holds open his eyelids and places in a contact lens.
706,This a video tutorial on getting box braids. A screen pops up with several websites and social media addresses.
707,There are stills of the processes to make the braids shown on a girl in a pink jacket.
708,Then a video shows how the process looks in actual time using a comb and the technique of separating the braids as a woman braids the hair by hand.
709,Then there is a front view of the little girl in pink as the woman behind her finishes up the braiding process at the front of her head.
710,Then there is a front view of the little girl in pink as the woman behind her finishes up the braiding process at the front of her head. There are screen text that mentions how the hair looks six hours later.
711,An employee of the beach patrol is talking about how to have a safe day at the beach.
712,Sunscreen is addressed and he overviews how and why to apply sunscreen properly. Sunscreen spf value is addressed with a slide on how to pay attention to the proper spf.
713,"Sunscreen spf value is addressed with a slide on how to pay attention to the proper spf. He addresses the negative impacts of sunburns, especially with children."
714,"He addresses the negative impacts of sunburns, especially with children. He then talks about different types of specialty sunscreen to ensure you are safely covered."
715,"He then discusses what to do when a sunburn does occur, how to handle it to take care of your skin."
716,"He then discusses what to do when a sunburn does occur, how to handle it to take care of your skin. A slide is shown to make us aware of when a sunburn is bad and needs medical attention."
717,A male attaches a hollow stick on a bull whom chases him.
718,A male attaches a hollow stick on a bull whom chases him. A guy messes with a bull.
719,A male attaches a hollow stick on a bull whom chases him. A guy messes with a bull. A bull pushes a man down.
720,A bull pushes a man down. The audience claps while standing. The bull is lured into a pen and the gates are close.
721,A male attaches two hollow sticks on a bull and runs off. The bull tackles the male. The male gets up and his face is bloody.
722,The bull tackles the male. The male gets up and his face is bloody. People help the male and carry him away.
723,We see an opening title screen. Men snarl and we see the crowd and shots of volleyball play.
724,Men snarl and we see the crowd and shots of volleyball play. We see ladies on the sidelines.
725,We see ladies on the sidelines. A tall man is shown from the legs up as he jumps.
726,A man misses a shot and looks behind him and two men look behind them. We see men cheer and jump.
727,"A man is talking to a camera in his bathroom. He is then shown brushing, spraying, and styling a woman's hair before braiding it."
728,We see a person holding a contact lens. We see another instruction screen and see the person inserts the lens on the left.
729,We see another instruction screen and see the person inserts the lens on the left. Another screen of instructions and the person inserts the right lens.
730,Another screen of instructions and the person inserts the right lens. Two sets of instructions appear an the person removes the left and right lens.
731,One man in blue shorts is kicking the kicking pad worn by the other man in black shorts.
732,There's a young boy in a black and white hoodie helping pump out water for another boy to wash his hands.
733,A woman is seen speaking to the camera while holding various objects in her hands and begins spraying down a window in front of her.
734,A man is seen wearing sunglasses and speaking to the camera while holding a lacrosse stick.
735,An intro is shown for a cricket game. Several players begin to play a cricket game on a field.
736,"A man walking two dogs show up walking on the side closer to the camera, and he quickly notices another dog from the other side of the road suddenly coming his way so he tries to tighten up his dogs leash to gain control of them, but the other dog begins running towards them and starts attacking the man's dogs."
737,"While it is there, a boy is wrapped up in a bandanna and he is holding the stick on the left side of the pinata."
738,A person is seen standing on the beach with a soccer ball in front of him and a person standing in a goal.
739,A person is seen standing on the beach with a soccer ball in front of him and a person standing in a goal. The person then kicks the ball several times to the goalie.
740,Three people are jumping rope and doing tricks.
741,Other people sit and stand at tables in the background and watch or film the jump ropers.
742,Other people sit and stand at tables in the background and watch or film the jump ropers. Four different people are now jumping rope and doing tricks.
743,Another group of three in red shorts jumps rope. People in the background walk around. A group of four girls jump rope.
744,A group of four girls jump rope. The first group of people jumps rope with a fourth person.
745,The first group of people jumps rope with a fourth person. A different group of four in red and black jump rope.
746,Man wearing a blue helmet is kayaking in river showing how to use a row.
747,Man wearing a blue helmet is kayaking in river showing how to use a row. Man in river is sitting in yellow kayak holding a row.
748,A man demonstrates how to apply make up to a face by applying make up to his own face in the camera.
749,"A man demonstrates how to apply make up to a face by applying make up to his own face in the camera. A man talks to the camera, close up, while standing in front of a mirror."
750,The man begins to put on makeup blush using a brush and brushing across the apples of his cheeks.
751,The man then runs a crayon like makeup tool across his cheeks before returning to apply blush to his cheeks and forehead.
752,An ad for vidal sassoon appears. We then see their curling iron and hot roller set.
753,A demonstration is shown for how to set and use the hot rollers and iron on a woman's hair.
754,A man plays an accordion in the street. He is wearing a hoodie. He is sitting next to his bike.
755,A little girl is guided as she mounts a camel at a station.
756,A little girl is guided as she mounts a camel at a station. A man helps her as he leads the camel around.
757,A man lays down on the floor over a mat.
758,A large group of cheerleaders are seen running through a hole and onto a stage.
759,A large group of cheerleaders are seen running through a hole and onto a stage. The group then begins performing with one another while lifting one another into the air.
760,A shirtless man is shoving snow outside at the curb.
761,A shirtless man is shoving snow outside at the curb. He waves his hands around and motions at the passing cars.
762,A boy sprays shaving cream into his hand from a can in his bathroom.
763,A man has shaving cream on his face and reads a label on a pressurized can and discusses it.
764,People are doing tricks on roller blades.
765,A young child is seen sitting a top of a slide with his tongue sticking out.
766,We see a wolf fall in the title screen.
767,We see a wolf fall in the title screen. We see the landscape of a small town.
768,"The video is showing clips of gymnastics players performing tricks along a padded area, while judges and spectators look on and cheer. The first player hits her head at the end of her performance."
769,A large group of people is standing and walking around several stacks of inner-tubes and a bus.
770,A large group of people is standing and walking around several stacks of inner-tubes and a bus. Two young children are sitting in one of the bus seats.
771,Several kids are in their inner-tubes in the water among other people floating on inner-tubes in the water.
772,Several kids are in their inner-tubes in the water among other people floating on inner-tubes in the water. Several people are shown in canoes with people in inner-tubes in the background.
773,A young girl sinks down in the middle of her inner-tube and jumps back up with her head soaked. Someone shows a first person view floating down the river.
774,Various other people are shown in inner-tubes and canoes in the water. A few people are seen buying food from two women at a a concession stand.
775,He looks back at the camera. He steps down from the step ladder. A chair appears with the wallpaper.
776,A young man is seen sitting in a chair holding a vacuum in his hands. The boy speaks to the camera while still pushing the vacuum back and fourth.
777,A close up is shown of a mini pool table with cues and balls.
778,A man is seen speaking to the camera as well as bowing to the camera.
779,A man is seen speaking to the camera as well as bowing to the camera. The man kneels down on his knees several times and bows again.
780,"A series of shots appear with a person pouring alcohol into a martini glass and then the screen fades into the video title screen showing a website name, the name of the drink they are making and the person who will be making it."
781,"A girl standing behind the bar explains what ingredients she is using for the drink, the amounts she is using, and mixes them all together in a glass and presents the drink."
782,We see a lady bouncing on a slack line. The lady sits on her knees. The man in the background picks up snow.
783,The lady sits on her knees. The man in the background picks up snow. The lady falls of the slack line.
784,Women in leotards dance together in a line. Women jump into the pool.
785,Women in leotards dance together in a line. Women jump into the pool. Women synchronize dance in the pool.
786,Announcers talk to the camera. Men in the side of pool talk. Man in yellow talks to the camera.
787,We see kids washing their hands in a class room at kid height sinks. We watch the boy try and get soap.
788,We watch the boy try and get soap. The boy uses the soap dispenser again. The boy looks at the camera and talks.
789,Several shots are shown of children hitting the balls as well as speaking to the camera.
790,"A person ski over a ski rail and spins in the air, then land stand on the snow."
791,"Then, the person ski over the rails of a home turning ans spinning and then land on the street."
792,A group of people are swimming in a large indoor pool.
793,A group of people are swimming in a large indoor pool. They swim laps back and forth as they go.
794,A group is playing volleyball on a beach.
795,A group is playing volleyball on a beach. The men volley ball back and forth over the net.
796,An elderly man is using an elliptical trainer inside a gym.
797,An intro starts and leads to a woman standing next to a german sheppard on a table.
798,A fast motion watch around of the shop occurs then shows the woman brushing the dog with several instruments.
799,There's a woman in a white shirt in an indoor tennis court hitting balls across the court.
800,"Three different women are shown in succession. Each woman is seated, playing drums and cymbals."
801,A man is seated in a chair with a hand drum as another man plays bongos behind him.
802,A list of ingredients is shown and the items are in a white table.
803,A group of guy friends are in the bathroom talking and having fun daring on of the boys to shave his leg.
804,Text appears on the screen with a link. People in uniform march down the street.
805,It cuts to the crowd looking on. A marchign band begins to walk down the street. Another set of uniformed people walk down the street.
806,A horse and carriage walk down the street followed by the people in uniform. Two woman wave flags around.
807,A picture of a young lady's bun is shown and then the lady then appears.
808,She begins by braiding one side of her hair and then twists it down and does the same thing on the other side.
809,They are moving slowly and there are a lot of them as some of them look into the camera as they pass.
810,Several shots of mops pushing around dirt is shown followed by the better mop being dipped into water and dripped on a table.
811,Mountains are seen in the distance with clouds moving over top during the afternoon. Mountain climbers use ropes and hooks to metal clips up along cracks in a sheer rock face.
812,Mountain climbers use ropes and hooks to metal clips up along cracks in a sheer rock face. The climber sets a metal round clips into the crack of the rock face.
813,"A clip of the show top gear is shown with one man sitting in a car speaking to the camera, and another speaking to the camera in a different car."
814,Two men speak on walkie talkies on the side and the men drive the cars into one another. One pushes the car back and the men all get out and speak to one another.
816,A girl wearing an orange hoodie and a girl wearing a black blouse enter a home and go into the kitchen.
817,A girl wearing an orange hoodie and a girl wearing a black blouse enter a home and go into the kitchen. The girls are preparing to bake cookies.
818,The girl in the orange hoodie squeezes a bar of butter and it falls to the floor and slams the door shut.
819,An outdoor garden is seen and a man in tshirt stands in it holding a pair of sheers.
820,An outdoor garden is seen and a man in tshirt stands in it holding a pair of sheers. Mellons are seen throughout the garden.
821,The man points to the melons up against the wall and begins trimming them with his sheers throwing them to the side.
822,"A woman spins a blindfold person holding a stick on front a pinata. Then, the person hits the strong, while the pinata is moving."
823,A woman comes onto the screen to introduce a video about working out. The same woman is shown as she teaches a spin class with several participants.
824,The same woman is shown as she teaches a spin class with several participants. She takes a break from the bike and does tome abdominal exercises on the floor.
825,Two people are seen speaking to the camera wearing costume when another person steps into frame.
826,Two people are seen speaking to the camera wearing costume when another person steps into frame. Two people then battle one another in the costumes and run into one another.
827,"There are people standing in a large indoor court, on two different sides, with balls in the middle of the court."
828,Suddenly people start running towards the balls and they begin to play dodge ball and pick them up and throw them at one another until one of the teams has only 1 person left standing.
829,People ride camels through the desert. A person carrying a camera or luggage walks with one of the groups.
830,A large christmas tree is sitting in a room.
831,A bull comes out of the gate at a rodeo and man in the ring jumps on then off his back.
832,A bull comes out of the gate at a rodeo and man in the ring jumps on then off his back. The man picks up his fallen hat in the ring.
833,The man picks up his fallen hat in the ring. The man runs around dodging the charging bull. The man drops his hat in the ring.
834,Several clips of cricketers are shown.
835,In them a someone throws a ball at a player. Another player hits the ball with his bat.
836,A woman sitting on the floor talks to the camera while petting a dog. The woman holds up some sort of tool while talking to the camera.
837,The woman holds up some sort of tool while talking to the camera. The woman uses the tool to brush the dog while talking.
838,The woman uses the tool to brush the dog while talking. The woman sets down the tool and pets the dog while talking to the camera.
839,The woman drops the hula hoop and lets it spin around her body then catches it. The woman practices swinging the hoop between two legs.
840,The woman practices swinging the hoop between two legs. The woman catches the spinning hula hoop as it falls between her legs.
841,A man wearing a black coat is standing on the sidewalk.
842,A man wearing a black coat is standing on the sidewalk. He walks up to a car and starts scraping the snow off the windows.
843,"This young woman is dancing with the baton in her hands. She's in the middle of the street wearing a red tanktop, shorts, and flip flops."
844,"She's in the middle of the street wearing a red tanktop, shorts, and flip flops. There are lots of people watching her while she does the batons outside."
845,"An old man flips an skateboard with his feet, then take it and throw to the floor and skate."
846,"After, the man hit the skateboard with his foot and it raise high, the man tries to catch the skateboard but he miss it."
847,"After, the man hit the skateboard with his foot and it raise high, the man tries to catch the skateboard but he miss it. A boy almost get hit with a skateboard."
848,People are seen sitting at a table while a man stands beside them and taking a puff from a hookah.
849,He hands the hose to a girl sitting who takes a few rips and the man is shown speaking to the camera.
850,A group of people are seen standing on a sandy field with one throwing a soccer ball to another. The other person scores a goal and other players jump on him and congratulate him.
851,A woman is seen walking into frame while speaking to the camera and putting her face in cream.
852,The piano player is shown playing with another person seated beside him. The playing is seen from a hand close up view again.
853,The playing is seen from a hand close up view again. The second man imitates the first man.
854,A little girl is standing in front of a hopscotch game in her living room.
855,"A little girl is standing in front of a hopscotch game in her living room. She jumps forward on each square, then turns and goes the other way."
856,"The camel is sitting on the ground, but then the man puts on his glasses while he's sitting on the camel as it lifts up bringing the man forward a little bit."
857,"The camel is sitting on the ground, but then the man puts on his glasses while he's sitting on the camel as it lifts up bringing the man forward a little bit. Then someone grabs the rope on the camel to guide the camel to the right place."
858,A close up of a sink is shown followed by a person turning on a faucet and grabbing the camera. She faces a table and sprays down a rag followed by pushing the rag along the floor.
859,A picture of a man washing a car is shown and leads into several men washing the same car.
860,A picture of a man washing a car is shown and leads into several men washing the same car. The men vacuum the inside as well as clean the dashboard and entire interior and exterior.
861,Man scraps the ice from his windshield.
862,Man scraps the ice from his windshield. The man in black puts a piece of cardboard on his windshield.
863,A shot of the movie forest gump is shown with the man playing ping pong in several shots and him laughing in the end.
864,Four men in sports uniforms are shown along with information about aib. The first man introduces himself. The second man introduces himself. The third man introduces himself.
865,The first man is then shown practicing by trying to hit targets on the wall.
866,The man wearing white shorts then tries the practice wall out. And finally the man with red hair gives it a try.
867,Two girls stand between a girl in a hair salon stool and begin brushing her and parting her hair.
868,Two girls stand between a girl in a hair salon stool and begin brushing her and parting her hair. One woman braids her hair continuously to eventually create a french braid.
869,We see a speedboat speeding through a lake and a man jet skiing behind it. The screen flashes black and we see more jet skiing.
870,"The legs are now bent with the knee up from the ground and the girl rubs the mango scrub all over her legs, then wipes the excess off with a towel."
871,"On the upper right hand of the screen a small video plays and shows a veet product while the girl takes two veet wax strips and puts them on her leg, then removes them in the order they were put on."
872,"The girl then takes another veet product which turns out to be wiping strips and wipes her legs down, then takes a towel to her legs."
873,There's a lady in green sanding the counter giving out tickets to people who are purchasing them for snow tubing.
874,There's a lady in green sanding the counter giving out tickets to people who are purchasing them for snow tubing. Several people are out snow tubing down a snow caped slope.
875,Several people are out snow tubing down a snow caped slope. People are going downhill on their snow tubes wearing winter gear and goggles.
876,People are going downhill on their snow tubes wearing winter gear and goggles. Some of them are snow tubing in groups of threes.
877,An asian male is standing on a hard wood floor and begins talking and begins to do a spin on his head.
878,"An asian male is standing on a hard wood floor and begins talking and begins to do a spin on his head. After the clip, he comes back and shows how to properly place your hands on the floor."
879,"As he continues, he grabs a beanie and puts it on his hand to make him turn easier."
880,The woman begins by removing a terry cloth turban from her head and revealing a wet may batch of hair.
881,The woman begins by removing a terry cloth turban from her head and revealing a wet may batch of hair. The woman then begins to put section of her hair in twist braids.
882,A tattoo parlor is shown from the outside then inside.
883,A man is sitting behind two congas with one shoulder rolled up.
884,Various items are shown on a floor and leads into a woman holding up the products and speaking to the camera. She holds up her shoe and lights a match over the polish.
885,A man is seen speaking to the camera while presenting various liquids and ingredients.
886,A man is seen speaking to the camera while presenting various liquids and ingredients. The man mixes ingredients into a glass with fruit for several drinks while stopping to have a drink.
887,A man talks about a bow he is using in front of an open field. The man shows how to use the bow by hitting a target in the field.
888,There are three men now and one of them gets completely trampled by the bull. Then about six more men stand in a line messing with the bull.
889,A little boy in his pajamma's standing in the mirror watching himself brush his teeth.
890,A little boy in his pajamma's standing in the mirror watching himself brush his teeth. He moves forward a little and spits out some toothpaste.
891,"Then continues to brush, he puts the tooth brush down and grabs a cup of water gargles a bit and spits it out."
892,A lady in a bra and panties grabs and throws a shotput. It goes through a window on a house and a cat runs.
893,The man looks outside and sees the lady. The lady uses a pole to pole vault into the second story window and jump on the man.
894,He begins to break his starting stick and put leaves at the bottom of his filled fire pit. He turns on the lighter and starts at the bottom with the leaves.
895,A large arena houses many people. Poles are set up in the arena. Gymnasts perform on the poles.
896,A man is chopping wood in a snowy yard. There is a pile of snow behind him.
897,A man named bob is running and does a long jump.
898,He does it again landing into some sand. He continues to do this run and jump again landing like a pro.
900,"A lone man in a room with a green screen backdrop performs a break dancing move on a patch of hardwood floors, using his back to spin."
901,The man stops dancing and stands in front of the camera talking to it before demonstrating basic break dance moves including using the hands and knees to perform spins from the floor.
902,A large group of people are seen sitting around a gym when a girl runs in and performs a routine on the uneven bars.
903,"A man is indoors, quickly placing wood tiles onto a floor as the camera plays extremely fast."
904,A man is seen speaking to the camera while holding a guitar in his hands.
905,An opening screen with the title of a song is shown.
906,An opening screen with the title of a song is shown. We see a man playing a guitar in a recording studio.
907,A man is assembling a bike on a table.
908,He is putting training wheels on the back wheel of the bike. He puts the front tire on the bike.
909,He is putting training wheels on the back wheel of the bike. He puts the front tire on the bike. He puts the handlebars on the bike.
910,He puts the front tire on the bike. He puts the handlebars on the bike. He puts the pedals onto the bike.
911,A man prunes dead branches from fruit bearing plant stems in the winter.
912,"A man, in a field of dirt and fruit crops with bare branches from the winter, begins to prune dead branches from the fruit plants with a pruning tool and a hatchet."
913,The screen is black and we see a ballerina dance across the stage spilling feathers. The person moves it's head like a chicken.
914,A view is shown of steep mountain snow.
915,A person sprays the sink with a bottle then uses scrub brushes to scrub the sink. The person rinses the sink the wipes it with a blue towel.
916,The person sprays the sink with a solution and uses a small roller paint brush to run the solution into the sink.
917,An intro leads into several shots of a man riding a large wave of a surf board from various angles.
918,"A bull in a ring starts chasing two men. Several others run onto the ring, and the bull flips as they grab his horns and tail."
919,Two young man and a man play pool hitting white balls with a cue stick.
920,Two young man and a man play pool hitting white balls with a cue stick. The young man hits balls that land in the pocket of the pool table.
921,"The young man hits balls that land in the pocket of the pool table. Then, the man puts the balls in a metal triangle and arrange others balls."
922,"Then, the man puts the balls in a metal triangle and arrange others balls. After, the young man strikes the white ball but immidiately stop it with the cue sticks."
923,"Next, the young man strikes the balls and sends a white ball to a pocket. The man strikes a white ball and send balls in the pocket."
924,A woman is seen squeezing lotion out of a bottle onto her skin and rubbing it into her arms.
925,A man is standing up playing a saxophone.
926,The woman wipes the window behind her with a towel. The woman sprays a liquid on the window.
927,A large group of people are seen walking on a stage with a man speaking to the crowd and leads into the group dancing with one another.
928,A man is seen speaking to the camera and begins laying out tarp next to a tree.
929,An athletic man is seen stepping up to a circle and throwing a discuss off into the distance.
930,An athletic man is seen stepping up to a circle and throwing a discuss off into the distance. He then runs excitedly while cameras follow him and shown other athletes spinning the disk.
931,A person puts carpets shims on the floor.
932,Rain falls on a large auditorium.
933,Rain falls on a large auditorium. Many people are in the stands.
934,Beer and other alcohol is shown on a counter in a kitchen.
935,A man is sitting in a chair getting his hair cut by a barber.
936,A man takes a comb and a pair of scissors and starts to cut the hair above the comb and then combs it to the front of the man's head.
937,A man takes a comb and a pair of scissors and starts to cut the hair above the comb and then combs it to the front of the man's head. The male then turns and the middle of the hair begins to get trimmed.
938,The male then turns and the middle of the hair begins to get trimmed. Next is the sides and the same actions are repeated until the hair is finished.
939,Man is standing in a large field wlking and practicing a shot put. Man wearing red shirt is standing on a side.
940,A little baby is outside holding a stick attempting to hit the pinata with it.
941,A woman is seen standing next to a frozen car while looking away from the camera.
942,A woman is seen standing next to a frozen car while looking away from the camera. The woman then begins using a scraper to scrape off the sides.
943,A man is standing and walking in the gym.
944,A man is standing and walking in the gym. The man sat on the rowing machine and put his feet on the pedal.
945,A man runs all around doing jump rope while the crowd cheers. Some people are crawling around in the background on the floor.
946,"A special effect intro screen appears which is mainly blue and white words in the middle of the screen appear and they read ""rope skipping""."
947,Black dog is walking in a treadmill in a white room.
948,A person is seen walking into frame in a dark room and walks down a long set of stairs. A man is seen in the corner moving back and fourth on exercise equipment.
949,A text intro leads into a picture of a dog and the same dog running along the yard.
950,A man appears before several targets on a back wall.
951,A kid is seen speaking to the camera and pans over to an older woman blowing leaves in yard.
952,The woman speaks to the boy and he walks over to her while she still blows leaves around.
953,A band wearing scottish kilts plays bagpipes and other instruments in the front university auditorium. The crowd looks around and anticipates the event.
954,A man is standing in a backyard speaking. He picks up several window screens while he talks about them.
955,A man is seen holding an axe and looking back to smile at the camera.
956,A group of people have gathered at an outdoor court. They are involved in a game of curling.
957,An ad for floorworks appears on the screen.
958,"An ad for floorworks appears on the screen. A guest room is shown, displaying the dirty carpets."
959,"A guest room is shown, displaying the dirty carpets. Men are shown replacing and repairing the floors with wooden slats that don't need glue to install."
960,A person is seen riding around on a horse holding a piece of rope in his hands moving back and fourth.
961,An olympic logo is seen with the 5 rings.
962,A young man in blue shorts lifts a weight bar over his head in a crowded gym.
